整理番号,集計F,出馬,当選,候補者ID,イメージID,ブロックCD,都道府県CD,統合CD,選挙区CD,ブロック名,都道府県名,選挙区名,選挙区登録番号,比例登録番号,選挙区届出番号,名簿掲載順,候補者名,新旧,党派CD,集計党派CD,集計党派,党派名,,確認F,,,,,,,,,,,,,,,,,Q01-1,Q01-2,Q01-3,"Q02
","Q03
","Q04
","Q05
-01","Q05
-02","Q05
-03","Q05
-04","Q05
-05","Q05
-06","Q05
-07","Q05
-08","Q05
-09","Q06
","Q07
",Q08-01,Q08-02,Q08-03,Q08-04,Q08-05,Q08-06,Q09,Q10,"Q11
","Q12
","Q13
","Q14
","Q15
","Q16
","Q17
","Q18
","SQ　【Q18で01か02を選んだ人だけ】 
-01","SQ　【Q18で01か02を選んだ人だけ】 
-02","SQ　【Q18で01か02を選んだ人だけ】 
-03","SQ　【Q18で01か02を選んだ人だけ】 
-04","SQ　【Q18で01か02を選んだ人だけ】 
-05","SQ　【Q18で01か02を選んだ人だけ】 
-06","SQ　【Q18で01か02を選んだ人だけ】 
-07","SQ　【Q18で01か02を選んだ人だけ】 
-08","SQ　【Q18で01か02を選んだ人だけ】 
-09","SQ　【Q18で01か02を選んだ人だけ】 
-10","SQ　【Q18で01か02を選んだ人だけ】 
-11","SQ　【Q18で01か02を選んだ人だけ】 
-12","SQ　【Q18で01か02を選んだ人だけ】 
-13","SQ　【Q18で01か02を選んだ人だけ】 
-14","SQ　【Q18で01か02を選んだ人だけ】 
-15","SQ　【Q18で01か02を選んだ人だけ】 
-16","SQ　【Q18で01か02を選んだ人だけ】 
-17","SQ　【Q18で01か02を選んだ人だけ】 
-18","SQ　【Q18で01か02を選んだ人だけ】 
-19","SQ　【Q18で01か02を選んだ人だけ】 
-20","Q19
","Q20
",Q21,Q22,Q23,"Q24 
","Q25
","Q26
","Q27
-01","Q27
-02","Q27
-03","Q27
-04","Q27
-05","Q27
-06","Q27
-07","Q27
-08","Q27
-09","Q27
-10","Q28-01
",Q28-02,Q28-03,Q28-04,Q28-05,Q28-06,Q28-07,Q28-08,Q28-9
1121,1,1,0,136529,YRYA40004XXX003K,91,40,40,4,九州ブ,福岡県,福岡４区,3,0,2,0,吉松源昭,3,916,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,01,11,12,03,03,05,,,,,,,,,09,01,02,03,03,02,03,03,01,02,02,02,01,01,02,01,04,03,01,,,03,,05,,,,,10,,,,,,,17,18,,,01,01,03,02,04,05,01,02,,,,,,,,,,10,5,30,20,20,0,30,0,0,10
1123,1,1,0,136532,YRYA40004XXX005K,91,40,40,4,九州ブ,福岡県,福岡４区,5,3,6,3,宗晶子,3,2,08,社民党,社民,,○,,,,,,,,,,,,,,,,,01,04,07,03,02,02,,,,,,,,,09,02,04,01,01,02,01,02,01,03,04,05,05,03,04,04,02,02,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,04,02,03,01,,,03,,05,,07,,,,0,0,10,0,80,0,70,100,0
1124,1,1,0,137176,YRYA40004XXX006K,91,40,40,4,九州ブ,福岡県,福岡４区,6,6,5,1,許斐亮太郎,3,13,06,国民民主党,国民,,○,,,,,,,,,,,,,,,,,01,03,14,05,01,02,,,,,,,,,09,01,02,01,04,01,01,01,01,01,02,01,01,01,01,02,05,01,01,,,03,,,,,,,,,,,,,,,18,,,02,02,01,01,01,05,03,04,,,,04,,,,,,,10,10,10,50,0,100,0,0,0
1125,1,1,0,135401,YRYA40005XXX001K,91,40,40,5,九州ブ,福岡県,福岡５区,1,2,3,4,堤かなめ,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,04,05,03,03,03,,,,,,,,08,,02,03,04,02,01,02,02,01,02,03,04,03,02,03,02,02,02,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,04,03,03,01,,,,,,,,,,,,,,,,,,,
1126,1,1,0,135810,YRYA40005XXX002K,91,40,40,5,九州ブ,福岡県,福岡５区,2,18,2,5,松尾嘉三,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,01,04,12,03,03,01,,,,,,,,,09,03,02,04,03,02,04,03,01,02,02,01,01,02,02,01,04,02,01,,02,03,,,,,08,,,,,,14,,,,18,,,01,,03,05,02,04,02,03,,,,,,,,,,,,,,75,,,,,
1127,1,1,0,136540,YRYA40005XXX003K,91,40,40,5,九州ブ,福岡県,福岡５区,3,39,5,5,栗原渉,3,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,12,13,16,02,04,04,01,02,,,,,,,,01,04,01,02,02,03,03,02,02,02,03,02,02,01,01,03,01,01,,,03,,,,,,,10,,,,,,,,18,,,01,02,01,01,05,04,02,05,,02,,,,,,,,,100,100,10,10,0,50,0,0,0
1128,1,1,0,136541,YRYA40005XXX004K,91,40,40,5,九州ブ,福岡県,福岡５区,4,0,1,0,岡部吉高,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,02,03,01,03,03,03,,,,,,,,,09,01,03,01,05,01,01,02,01,01,01,01,01,04,03,03,03,03,03,,,,,,,,,,,,,,,,,,,,,03,02,02,01,02,05,01,05,,,,,,,,,,10,0,0,0,0,0,50,25,0,100
1130,1,1,0,137487,YRYA40005XXX006K,91,40,40,5,九州ブ,福岡県,福岡５区,6,0,4,0,タコスキッド,3,924,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,01,03,04,03,01,01,,,,,,,,,09,01,05,02,02,02,01,02,01,01,04,05,05,03,05,03,03,03,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,02,05,03,01,,,,,,,07,,,,0,0,0,0,50,0,100,20,0
1131,1,1,0,135402,YRYA40006XXX001K,91,40,40,6,九州ブ,福岡県,福岡６区,1,5,1,6,鳩山二郎,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,14,01,16,02,04,04,01,02,,04,05,,,,,01,03,01,02,01,01,03,01,02,02,02,01,02,01,01,03,02,01,,,03,,,,,,,,,,,,,16,17,18,,,01,01,01,01,02,01,02,03,,02,,,,,,,,,90,90,50,70,50,60,50,50,50
1132,1,1,0,136543,YRYA40006XXX002K,91,40,40,6,九州ブ,福岡県,福岡６区,2,4,2,2,近藤雅彦,3,13,06,国民民主党,国民,,○,,,,,,,,,,,,,,,,,01,14,16,04,02,04,,,,,,,,,09,02,02,02,03,01,02,03,02,02,02,02,02,02,02,02,02,02,02,,,,,,,,,,,,,,,,,,18,,,03,02,02,03,03,02,02,03,,,,,,,,,,,50,40,50,40,10,100,5,5,10
1133,1,1,0,136544,YRYA40006XXX003K,91,40,40,6,九州ブ,福岡県,福岡６区,3,12,4,6,福成健太,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,16,05,03,02,02,,,,,,,,,09,03,03,04,04,02,04,03,02,02,03,02,02,03,03,02,03,02,01,,,03,,,,,08,,10,,,,14,,,,,,,01,01,02,04,02,03,02,04,01,02,,,,06,,,,,30,50,50,100,30,70,30,30,50
1134,1,1,0,136548,YRYA40006XXX004K,91,40,40,6,九州ブ,福岡県,福岡６区,4,0,5,0,河野一弘,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,01,06,11,03,03,01,,,,04,,,,,,01,03,,01,01,01,01,01,,04,05,05,03,05,,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,03,03,01,,,,,,,,,,,0,,,,100,,,,
1135,1,1,0,136549,YRYA40006XXX005K,91,40,40,6,九州ブ,福岡県,福岡６区,5,0,3,0,古川恭司,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,02,04,21,03,03,03,,,,,,,,,09,01,03,01,05,01,02,02,02,02,03,01,01,04,05,03,03,03,05,,,,,,,,,,,,,,,,,,,,,02,01,01,01,05,05,01,05,,,,,,,,,,10,10,10,10,0,10,10,10,0,100
1137,1,1,0,135403,YRYA40007XXX001K,91,40,40,7,九州ブ,福岡県,福岡７区,1,6,3,7,藤丸敏,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,02,05,03,04,04,,02,,,,,,,,01,02,02,02,01,03,03,02,03,02,03,01,02,02,01,02,02,02,,,03,,,,,,,,,,,,,,,,,,02,01,03,02,03,02,02,03,,02,,,,,,,,,100,90,0,0,0,0,0,0,0
1138,1,1,0,137357,YRYA40007XXX002K,91,40,40,7,九州ブ,福岡県,福岡７区,2,23,2,5,亀田晃尚,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,01,06,09,03,02,02,,,,,,,,,09,02,04,03,01,03,03,02,01,02,02,04,04,03,03,03,03,02,03,,,,,,,,,,,,,,,,,,,,,03,03,04,04,04,03,02,03,,,,04,,06,07,,,,50,50,100,65,50,80,70,50,65
1139,1,1,0,137358,YRYA40007XXX003K,91,40,40,7,九州ブ,福岡県,福岡７区,3,0,1,0,平島史朗,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,06,11,14,03,01,01,,,,04,,,,,,03,03,,01,01,01,01,01,,04,05,05,03,05,,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,03,03,01,,,,,,,,,,,0,0,10,0,100,0,10,20,0
1140,1,1,0,135404,YRYA40008XXX001K,91,40,40,8,九州ブ,福岡県,福岡８区,1,0,1,0,麻生太郎,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,11,21,03,03,03,,,,,05,,,,,03,03,,,,,,,02,02,01,01,02,01,01,02,01,01,,,03,,,,,,,10,,,,,,,,18,,,01,01,01,01,03,03,02,04,,,,,,,,,,,,,,,,,,,
1141,1,1,0,136534,YRYA40008XXX002K,91,40,40,4,九州ブ,福岡県,福岡４区,7,0,4,0,行平佳弘,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,03,01,05,03,01,02,,,,,,,,,09,01,02,01,04,01,02,03,01,02,02,03,02,03,01,03,03,03,02,,,03,,,,,,,,,,,,,,,,,20,02,01,02,02,02,05,01,05,,,,,,,,,,,0,0,0,0,0,50,30,0,100
1142,1,1,0,137361,YRYA40008XXX003K,91,40,40,8,九州ブ,福岡県,福岡８区,3,0,3,0,河野祥子,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,06,03,07,03,03,01,,,,,,,,,09,03,04,04,01,01,02,01,01,04,04,05,05,03,05,02,02,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,03,03,01,,,,,,,,08,,,0,0,20,0,100,0,0,75,0
1143,1,1,0,137535,YRYA40008XXX004K,91,40,40,8,九州ブ,福岡県,福岡８区,4,0,2,0,森田俊文,3,932,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,21,02,16,03,04,01,,,,,,,,,09,01,02,02,05,01,03,05,01,03,02,05,01,04,01,05,05,03,01,01,02,03,,,,,08,,10,,,,,,,17,,,,01,02,01,01,05,05,02,05,,,,,,,,,,10,20,40,40,40,40,60,40,20,60
1144,1,1,0,135405,YRYA40009XXX001K,91,40,40,9,九州ブ,福岡県,福岡９区,1,0,1,0,緒方林太郎,1,924,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,05,01,02,03,04,05,01,02,03,,,,,,,03,02,03,03,02,03,04,02,03,02,03,01,01,02,01,02,01,02,,02,03,,,06,,,,10,,,,,15,16,,18,19,,02,02,02,01,03,02,03,03,,,,,,,,,,,60,60,60,30,30,50,30,30,30
1146,1,1,0,136547,YRYA40009XXX003K,91,40,40,9,九州ブ,福岡県,福岡９区,3,0,2,0,三原朝利,3,916,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,01,11,21,04,04,04,,,,,,,,,09,01,02,02,03,02,03,03,02,02,01,01,01,04,01,01,03,02,01,,,03,,,,,,,,,,,,,,,18,,,01,01,01,02,01,04,01,05,01,,,,,,,,,,70,50,20,50,0,45,0,0,40
1147,1,1,0,137324,YRYA40009XXX004K,91,40,40,9,九州ブ,福岡県,福岡９区,4,0,4,0,山田博敏,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,06,11,14,03,03,01,,,,04,,,,,,01,03,,01,01,01,01,01,,04,05,05,03,05,,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,03,03,01,,,,,,,,,,,0,0,,,100,,,,
1148,1,1,0,137508,YRYA40009XXX005K,91,40,40,9,九州ブ,福岡県,福岡９区,5,0,3,0,山本直緒美,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,01,04,16,03,02,04,,,,,,,,,09,01,01,01,02,01,01,02,01,02,01,01,01,04,01,04,05,05,05,,,,,,,,,,,,,,,,,,,,,03,01,01,01,04,05,02,04,,,,,,,,,,,0,0,0,0,0,5,5,0,100
1149,1,1,0,135406,YRYA40010XXX001K,91,40,40,10,九州ブ,福岡県,福岡１０区,1,3,1,6,城井崇,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,09,01,14,02,01,01,01,02,03,,,,,,,02,03,03,02,01,03,03,01,03,03,04,02,02,02,02,03,03,02,,,,,,06,,,,,,,13,,,16,,,19,,02,02,03,05,04,02,03,01,,,,,,06,,,,,0,50,100,50,50,75,20,50,10
1150,1,1,0,136509,YRYA40010XXX002K,91,40,40,10,九州ブ,福岡県,福岡１０区,2,40,2,8,吉村悠,3,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,07,12,03,04,02,01,02,,,05,,,,,02,03,03,02,02,03,03,02,02,02,02,02,02,02,01,03,02,01,,,03,,,,,,,10,,,,,,,,18,,,01,01,03,02,03,02,02,03,,02,,,,,,,,,100,90,50,60,50,50,50,50,50
1151,1,1,0,136510,YRYA40010XXX003K,91,40,40,10,九州ブ,福岡県,福岡１０区,3,0,3,0,大石仁人,3,916,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,04,15,11,03,03,03,,,,,,,,,09,02,03,,,,,,,02,02,02,02,02,02,02,03,03,01,01,,03,,,,,,,,,,,,,,,18,,,01,02,02,03,02,03,02,04,,,,,,,,,,,,,,,,,,,
1152,1,1,0,137325,YRYA40010XXX004K,91,40,40,10,九州ブ,福岡県,福岡１０区,4,0,4,0,一ノ瀬小夜子,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,07,01,14,03,03,01,,,,04,,,,,,01,03,,01,01,01,01,01,,04,05,05,03,05,,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,03,03,01,,,,,,,,,,,0,0,,,100,,,,
1153,1,1,0,137367,YRYA40010XXX005K,91,40,40,10,九州ブ,福岡県,福岡１０区,5,17,5,7,福本尭,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,01,07,03,02,01,,,,,,,,,09,02,02,04,04,01,04,04,01,02,02,01,02,02,01,01,01,01,01,,,03,,,06,,08,,,,,,,,16,,,,,01,01,02,04,02,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
1154,1,1,0,135407,YRYA40011XXX001K,91,40,40,11,九州ブ,福岡県,福岡１１区,1,0,2,0,武田良太,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,09,01,07,03,04,04,,,,,05,,,,,02,02,01,01,01,02,03,01,02,02,01,01,02,01,01,02,01,01,,,,,,,,,,10,,,,,,,,18,,,01,01,01,01,02,04,02,05,,02,,,,,,,,,100,,,,,,,,
1155,1,1,0,136535,YRYA40011XXX002K,91,40,40,11,九州ブ,福岡県,福岡１１区,2,4,1,4,志岐玲子,3,2,08,社民党,社民,,○,,,,,,,,,,,,,,,,,14,02,04,03,05,01,,,,,,,,08,,05,05,03,01,01,01,01,01,04,04,05,05,03,03,05,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,03,03,01,,,03,,05,,,,,,0,0,45,0,90,20,55,100,0
1156,1,1,0,136542,YRYA40011XXX003K,91,40,40,11,九州ブ,福岡県,福岡１１区,3,10,3,8,村上智信,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,01,07,02,04,01,,,,,,,,,09,02,04,04,02,03,04,03,01,03,02,01,01,02,02,02,03,03,01,,,03,,,,,,,,11,,13,14,,16,17,18,,,01,01,01,05,03,03,02,03,,,,,,,,,,,50,50,50,100,50,50,50,50,50
1157,1,1,0,135408,YRYA41001XXX001K,91,41,41,1,九州ブ,佐賀県,佐賀１区,1,4,2,7,原口一博,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,03,10,11,03,01,01,,,,,,,,08,,01,03,01,01,01,01,01,01,02,03,,,04,02,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,02,03,05,04,04,03,04,,,,,,06,07,08,09,,20,20,80,20,55,70,70,70,75
1158,1,1,0,135409,YRYA41001XXX002K,91,41,41,1,九州ブ,佐賀県,佐賀１区,2,9,1,9,岩田和親,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,09,01,08,03,04,04,,,,,05,,,,,02,02,01,02,01,02,04,03,03,01,01,01,01,01,01,03,03,01,01,02,03,,,,07,,,10,,12,13,,15,16,17,18,,,01,01,01,01,02,04,02,03,,02,,,,,,,,,80,80,10,10,0,15,0,0,5
1160,1,1,0,135410,YRYA41002XXX001K,91,41,41,2,九州ブ,佐賀県,佐賀２区,1,5,2,8,大串博志,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,01,05,03,03,02,,,,,,,,08,,03,03,02,02,02,02,03,01,,,05,03,02,04,02,02,02,03,,,,,,,,,,,,,,,,,,,,,05,02,03,04,04,03,03,02,,,,,,06,,08,,,10,30,100,40,40,90,30,60,0
1161,1,1,0,135411,YRYA41002XXX002K,91,41,41,2,九州ブ,佐賀県,佐賀２区,2,10,1,10,古川康,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,16,13,03,04,05,,,,,,,,,09,02,03,02,02,02,02,03,02,02,02,01,01,02,02,01,03,01,01,01,,03,,,,,,,10,,,,,,,,18,,,01,01,01,02,03,03,02,05,,02,,,,,,,,,100,100,50,50,50,50,50,50,50
1163,1,1,0,137533,YRYA41002XXX004K,91,41,41,2,九州ブ,佐賀県,佐賀２区,4,0,3,0,井上祐輔,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,06,07,14,03,03,01,,,,04,,,,,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,04,03,02,03,01,,,03,,,,,08,,,20,20,40,10,95,30,20,40,10
1164,1,1,0,137534,YRYA41002XXX005K,91,41,41,2,九州ブ,佐賀県,佐賀２区,5,0,4,0,下吹越優也,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,04,03,08,03,02,02,,,,,,,,,09,02,03,02,04,02,02,04,01,01,02,03,03,04,03,03,03,03,05,,,,,,,,,,,,,,,,,,,,,05,01,03,01,03,05,02,05,,,,,,,,,,10,0,0,10,10,0,10,10,0,100
1165,1,1,0,135412,YRYA42001XXX001K,91,42,42,1,九州ブ,長崎県,長崎１区,1,1,5,4,西岡秀子,1,13,06,国民民主党,国民,,○,,,,,,,,,,,,,,,,,01,04,09,03,03,03,,,,,,,,,09,01,03,03,02,01,02,03,01,02,03,04,03,02,01,01,03,02,01,,,,,05,06,,08,,10,,,,,,,,,19,20,03,02,02,05,03,03,03,03,,,,,,,,,,,,,,,,100,,,
1166,1,1,0,135463,YRYA42001XXX002K,91,42,42,1,九州ブ,長崎県,長崎１区,2,3,1,9,山田博司,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,09,07,03,05,02,,,,,,,,,09,02,02,03,02,02,03,02,01,02,02,02,01,02,03,02,03,02,02,,,03,,,,,08,,,,12,,,,,,18,,,02,01,02,05,04,04,02,03,,,,,,,,,,,50,50,50,100,50,50,50,50,50
1167,1,1,0,135465,YRYA42001XXX003K,91,42,42,1,九州ブ,長崎県,長崎１区,3,1,3,2,黒石隆太,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,01,11,04,05,03,03,,,,,,,,,09,01,03,01,05,02,02,03,02,02,01,01,02,04,03,02,02,02,01,01,,03,,,,,,,,,,,,,,,,,,01,01,02,01,03,05,01,05,,,,,,,,,,,10,10,10,10,10,15,10,10,
1168,1,1,0,135632,YRYA42001XXX004K,91,42,42,1,九州ブ,長崎県,長崎１区,4,0,2,0,内田隆英,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,03,06,07,03,01,01,,,,,,,,,09,03,05,04,01,01,01,01,01,04,04,05,05,03,05,03,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,04,03,03,01,,,,,,,,08,,,0,0,25,0,100,25,25,75,0
1169,1,1,0,135811,YRYA42001XXX005K,91,42,42,1,九州ブ,長崎県,長崎１区,5,33,4,11,下条博文,3,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,02,03,03,02,01,,,,,,,,,09,01,01,01,02,01,02,02,02,02,01,02,01,02,01,01,03,03,01,01,,03,,,,,,,,,,,,15,,,18,,,01,01,02,02,01,02,02,03,,02,,,,,,,,,75,70,20,20,0,0,20,0,20
1170,1,1,0,135413,YRYA42002XXX001K,91,42,42,2,九州ブ,長崎県,長崎２区,1,0,1,0,加藤竜祥,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,16,09,13,03,01,01,,,,,,,,,09,01,03,01,03,01,01,02,01,01,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,,,,,,,,18,,,01,01,01,04,01,02,02,05,,02,,,,,,,,,,,,,,,,,
1171,1,1,0,135466,YRYA42002XXX002K,91,42,42,2,九州ブ,長崎県,長崎２区,2,11,2,9,山田勝彦,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,13,14,05,03,02,01,,,,,,,,,09,01,04,01,02,02,01,02,01,04,,02,02,03,02,01,01,01,04,,,,,,,,,,,,,,,,,,,,,05,02,05,05,02,02,03,01,,,,,,06,,08,,,,,,,,,,,
1172,1,1,0,136163,YRYA42002XXX003K,91,42,42,2,九州ブ,長崎県,長崎２区,3,0,3,0,高木聡子,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,02,13,04,05,03,04,,,,,,,,,09,01,01,01,05,01,01,04,02,,02,01,01,04,01,03,03,03,03,,,,,,,,,,,,,,,,,,,,,02,01,02,01,01,05,01,05,,,,,,,,,,,,,,,,,,,
1173,1,1,0,137147,YRYA42002XXX004K,91,42,42,2,九州ブ,長崎県,長崎２区,4,16,4,10,横田朋大,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,07,04,03,02,01,,,,,,,,,09,02,02,03,03,02,03,03,02,02,02,01,01,02,01,01,01,01,01,01,,03,,,,,08,,,11,,13,14,,16,17,18,,,01,01,01,01,02,05,02,03,,,,,,,,,,,50,50,50,50,50,50,50,50,50
1174,1,1,0,135415,YRYA42003XXX002K,91,42,42,3,九州ブ,長崎県,長崎３区,2,7,3,10,末次精一,2,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,01,14,05,01,05,01,,,,,,,,,09,01,05,03,01,01,03,03,01,04,04,05,02,03,01,01,04,02,04,,,,,,,,,,,,,,,,,,,,,05,03,02,02,02,04,03,05,,,,,05,06,07,08,,,0,0,100,25,50,60,80,80,0
1175,1,1,0,135812,YRYA42003XXX004K,91,42,42,3,九州ブ,長崎県,長崎３区,4,34,2,12,金子容三,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,14,01,11,02,04,04,01,02,,04,05,,,,,02,03,02,02,02,02,02,02,03,02,02,02,03,02,02,03,02,01,,,03,,,,,08,,10,,,,,,,,,,,01,01,02,02,02,02,02,04,,02,,,,,,,,,80,80,50,50,50,50,50,50,50
1176,1,1,0,136684,YRYA42003XXX005K,91,42,42,3,九州ブ,長崎県,長崎３区,5,14,1,11,井上翔一朗,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,07,04,03,01,01,,,,,,,,,09,02,02,03,04,02,03,03,02,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,19,,01,01,02,04,01,03,02,01,,,,,,,,,,10,50,50,50,100,50,50,50,50,50
1177,1,1,0,135416,YRYA43001XXX001K,91,43,43,1,九州ブ,熊本県,熊本１区,1,12,2,13,木原稔,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,11,04,03,02,02,,,,,,,,,09,02,02,02,04,02,01,04,01,02,02,01,01,02,01,01,03,02,01,,,03,,,,,,,10,,,,,,,,18,,,01,01,01,01,02,04,02,05,,02,,,,,,,,,90,75,50,60,50,60,50,50,50
1178,1,1,0,136164,YRYA43001XXX002K,91,43,43,1,九州ブ,熊本県,熊本１区,2,21,1,11,出口慎太郎,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,14,05,01,03,01,01,01,02,,04,,,,,,02,04,03,03,01,02,03,02,04,03,05,05,03,03,03,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,05,03,01,,,,,,06,,08,,,50,50,100,60,75,90,75,80,30
1180,1,1,0,135417,YRYA43002XXX001K,91,43,43,2,九州ブ,熊本県,熊本２区,1,41,1,14,西野太亮,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,11,21,03,04,04,,,,,,,,08,,03,03,02,02,02,02,04,02,02,02,02,02,02,02,01,03,02,01,,,03,,05,06,,08,,10,,,,,,,17,18,,,01,02,02,02,02,02,03,02,,02,,,,,,,,,80,70,40,50,30,50,30,30,20
1181,1,1,0,136384,YRYA43002XXX002K,91,43,43,2,九州ブ,熊本県,熊本２区,2,0,3,0,奥田木の実,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,09,07,14,03,02,01,,,,04,,,,,,02,04,05,01,01,01,01,01,04,04,05,05,03,05,03,02,02,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,04,03,03,01,,,03,,,,07,08,,10,10,5,20,0,,5,10,35,0
1182,1,1,0,135418,YRYA43003XXX001K,91,43,43,3,九州ブ,熊本県,熊本３区,1,0,2,0,坂本哲志,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,09,14,02,04,04,,02,,,,,,,,02,02,02,02,01,02,03,01,03,02,02,02,02,02,01,03,02,01,01,,03,,,,,,,10,,,,,,,,18,,,01,02,01,01,02,02,03,04,,02,,,,,,,,,80,60,40,30,0,20,0,0,0
1183,1,1,0,136168,YRYA43003XXX002K,91,43,43,3,九州ブ,熊本県,熊本３区,2,2,3,5,橋村りか,3,2,08,社民党,社民,,○,,,,,,,,,,,,,,,,,04,12,14,03,04,01,,,,,,,,,09,05,05,05,01,01,01,02,01,04,04,05,05,03,05,05,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,04,01,03,01,,,03,,,,,,,,5,5,95,10,90,50,50,100,10
1185,1,1,0,137569,YRYA43003XXX004K,91,43,43,3,九州ブ,熊本県,熊本３区,4,0,1,0,植田貴俊,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,01,13,12,03,02,04,,,,,,,,,09,01,01,02,04,01,01,03,02,01,01,02,01,04,02,01,04,04,05,,,,,,,,,,,,,,,,,,,,,02,02,02,01,03,05,01,03,,,,,,06,,,,,10,30,20,5,20,50,30,,20
1186,1,1,0,135419,YRYA43004XXX001K,91,43,43,4,九州ブ,熊本県,熊本４区,1,14,2,15,金子恭之,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,16,12,03,04,04,,02,,,05,,,,,02,03,02,02,02,02,03,01,02,02,02,01,02,02,01,03,02,01,,,03,,,,,08,,10,,,,,,,,18,,,01,02,02,02,04,02,02,05,,02,,,,,,,,,100,100,0,10,0,40,0,0,0
